Frame,Valid,diameter_px,CenterX,CenterY,AlgorithmName,confidence
0,1,60,200.351,113.711,PuReST,1
1,1,59,200.683,112.772,PuReST,1
2,1,58,201.372,112.099,PuReST,1
3,1,58,200.441,112.284,PuReST,1
4,1,60,200.048,113.672,PuReST,0.972222
5,1,60,199.83,113.892,PuReST,0.972222
6,1,63,199.13,112.6,PuReST,0.972222
7,1,60,199.725,113.858,PuReST,0.972222
8,1,60,199.975,113.972,PuReST,0.972222
9,1,60,199.975,113.972,PuReST,0.972222
10,1,60,199.975,113.972,PuReST,0.972222
11,1,60,199.975,113.972,PuReST,0.972222
12,1,59,200.058,112.717,PuReST,1
13,1,62,199.628,114.555,PuReST,0.971429
14,1,61,199.929,113.926,PuReST,1
15,1,60,199.799,113.68,PuReST,0.971429
16,1,59,200.001,112.874,PuReST,0.972222
17,1,61,199.662,114.344,PuReST,1
18,1,60,199.478,113.981,PuReST,0.972222
19,1,61,199.758,113.814,PuReST,0.972222
20,1,61,199.831,113.879,PuReST,1
21,1,61,199.831,113.879,PuReST,1
22,1,61,199.831,113.879,PuReST,1
23,1,61,199.831,113.879,PuReST,1
24,1,48,191.358,126.114,PuReST,1
25,1,47,191.211,126.166,PuReST,1
26,1,47,191.322,126.34,PuReST,1
27,1,47,191.395,126.065,PuReST,1
28,1,46,191.272,126.107,PuReST,1
29,1,45,191.478,126.423,PuReST,1
30,1,45,190.822,126.318,PuReST,1
31,1,41,183.826,126.821,PuReST,1
32,1,43,183.727,125.454,PuReST,1
33,1,40,184.837,123.804,PuReST,1
34,1,42,183.565,125.532,PuReST,1
35,1,41,183.473,125.479,PuReST,1
36,1,41,183.475,125.22,PuReST,1
37,1,41,183.475,125.22,PuReST,1
38,1,41,183.007,125.174,PuReST,1
39,1,40,182.975,125.302,PuReST,1
40,1,40,182.643,125.139,PuReST,1
41,1,40,182.952,125.161,PuReST,1
42,1,39,183.12,125.421,PuReST,1
43,1,39,182.653,125.627,PuReST,1
44,1,37,183.828,124.628,PuReST,1
45,1,39,182.937,125.992,PuReST,1
46,1,38,182.974,125.661,PuReST,1
47,1,39,183.185,125.807,PuReST,1
48,1,38,182.487,125.471,PuReST,1
49,1,38,182.859,125.586,PuReST,1
50,1,37,182.88,125.538,PuReST,1
51,1,36,184.063,124.033,PuReST,1
52,1,37,182.788,125.485,PuReST,1
53,1,37,182.855,125.374,PuReST,1
54,1,37,182.888,125.415,PuReST,1
55,1,37,182.785,125.435,PuReST,1
56,1,37,182.88,125.486,PuReST,1
57,1,36,182.721,125.674,PuReST,1
58,1,37,182.695,125.575,PuReST,1
59,1,36,182.416,125.232,PuReST,1
60,1,36,182.377,124.994,PuReST,1
61,1,36,182.34,125.008,PuReST,1
62,1,36,182.345,125.082,PuReST,1
63,1,36,182.642,125.342,PuReST,1
64,1,34,184.034,123.878,PuReST,1
65,1,35,182.787,125.366,PuReST,1
66,1,34,183.966,123.481,PuReST,1
67,1,35,182.416,125.106,PuReST,1
68,1,36,182.072,124.936,PuReST,1
69,1,35,182.277,125.232,PuReST,1
70,1,36,182.072,124.936,PuReST,1
71,1,35,182.277,125.232,PuReST,1
72,1,36,182.445,125.034,PuReST,1
73,1,36,182.483,124.941,PuReST,1
74,1,36,182.383,124.692,PuReST,1
75,1,36,182.38,124.755,PuReST,1
76,1,37,182.487,124.642,PuReST,1
77,1,37,182.245,124.627,PuReST,1
78,1,37,182.643,124.576,PuReST,1
79,1,37,182.642,124.599,PuReST,1
80,1,37,182.62,124.704,PuReST,1
81,1,37,182.546,124.653,PuReST,1
82,1,37,182.213,124.784,PuReST,1
83,1,37,182.175,124.692,PuReST,1
84,1,37,181.619,124.671,PuReST,1
85,1,35,181.414,125.571,PuReST,1
86,1,37,180.652,124.702,PuReST,1
87,1,36,177.208,126.692,PuReST,1
88,1,35,177.754,125.847,PuReST,1
89,1,36,177.478,126.881,PuReST,1
90,1,34,178.828,125.415,PuReST,1
91,1,35,177.347,126.844,PuReST,1
92,1,35,177.458,126.797,PuReST,1
93,1,35,177.043,126.363,PuReST,1
94,1,35,176.932,126.881,PuReST,1
95,1,35,177.043,126.363,PuReST,1
96,1,35,176.788,126.784,PuReST,1
97,1,35,176.843,126.709,PuReST,1
98,1,36,171.409,127.935,PuReST,1
99,1,37,153.051,134.677,PuReST,0.818182
100,1,36,152.467,135.131,PuReST,1
101,1,36,146.997,136.087,PuReST,1
102,1,35,146.119,135.761,PuReST,1
103,1,36,147.626,135.717,PuReST,1
104,1,35,145.895,135.855,PuReST,1
105,1,36,146.725,135.84,PuReST,1
106,1,37,148.231,135.014,PuReST,1
107,1,37,147.802,135.714,PuReST,1
108,1,34,152.11,137.937,PuReST,1
109,1,36,178.617,142.05,PuReST,1
110,1,36,182.026,142.13,PuReST,1
111,1,37,180.651,142.776,PuReST,1
112,1,36,181.644,142.358,PuReST,1
113,1,37,181.016,144.007,PuReST,1
114,1,37,181.153,142.606,PuReST,1
115,1,36,181.816,142.248,PuReST,1
116,1,38,180.829,144.025,PuReST,0.971429
117,1,36,182.051,142.155,PuReST,1
118,1,36,182.105,142.852,PuReST,1
119,1,37,181.582,143.311,PuReST,1
120,1,36,182.263,143.516,PuReST,1
121,1,38,181.719,144.609,PuReST,0.972222
122,1,36,187.037,135.14,PuReST,1
123,1,39,191.912,127.448,PuReST,1
124,1,42,192.171,126.276,PuReST,1
125,1,41,192.924,126.719,PuReST,1
126,1,38,193.183,128.187,PuReST,1
127,1,39,192.897,127.597,PuReST,1
128,1,39,192.786,128.036,PuReST,1
129,1,39,192.975,127.919,PuReST,1
130,1,39,192.975,127.919,PuReST,1
131,1,39,192.975,127.919,PuReST,1
132,1,38,192.862,128.362,PuReST,1
133,1,38,192.597,128.624,PuReST,1
134,1,39,192.98,128.522,PuReST,1
135,1,39,192.277,128.702,PuReST,1
136,1,41,193.101,127.707,PuReST,1
137,1,39,192.866,128.633,PuReST,1
138,1,39,193.782,128.052,PuReST,1
139,1,41,197.884,118.645,PuReST,1
140,1,40,197.737,118.323,PuReST,1
141,1,39,196.658,118.908,PuReST,1
142,1,41,198.189,117.971,PuReST,1
143,1,40,197.803,117.997,PuReST,1
144,1,41,198.053,118.027,PuReST,0.941176
145,1,39,197.889,119.426,PuReST,1
146,1,42,197.963,118.058,PuReST,1
147,1,41,198.854,118.851,PuReST,0.970588
148,1,41,197.983,117.888,PuReST,0.96875
149,1,39,197.887,119.756,PuReST,1
150,1,42,196.907,117.537,PuReST,1
151,1,39,194.739,119.669,PuReST,1
152,1,41,195.008,116.981,PuReST,1
153,1,41,195.41,116.543,PuReST,1
154,1,45,197.104,117.791,PuReST,1
155,1,41,195.526,116.684,PuReST,1
156,1,40,194.829,117.578,PuReST,1
157,1,40,195.196,117.491,PuReST,1
158,1,39,193.992,117.606,PuReST,1
159,1,38,192.903,116.499,PuReST,1
160,1,40,194.282,117.417,PuReST,1
161,1,39,194.489,117.305,PuReST,1
162,1,39,194.693,117.45,PuReST,1
163,1,41,195.007,116.07,PuReST,1
164,1,38,194.238,117.076,PuReST,1
165,1,38,194.466,117.307,PuReST,1
166,1,38,195.053,116.641,PuReST,1
167,1,37,195.11,117.604,PuReST,1
168,1,37,195.099,118.464,PuReST,1
169,1,37,194.616,118.442,PuReST,1
170,1,37,194.524,118.343,PuReST,1
171,1,36,192.401,115,PuReST,1
172,1,36,192.888,115.37,PuReST,1
173,1,36,192.748,114.975,PuReST,1
174,1,36,192.737,114.766,PuReST,1
175,1,36,192.871,115.108,PuReST,1
176,1,36,192.8,114.911,PuReST,1
177,1,36,192.838,114.586,PuReST,1
178,1,37,192.806,114.228,PuReST,1
179,1,36,192.95,115.504,PuReST,1
180,1,36,192.644,115.542,PuReST,1
181,1,36,192.694,115.29,PuReST,1
182,1,37,192.571,113.996,PuReST,1
183,1,37,192.824,114.373,PuReST,1
184,1,37,192.824,114.373,PuReST,1
185,1,38,192.115,114.035,PuReST,1
186,1,36,192.195,114.686,PuReST,1
187,1,36,191.899,114.726,PuReST,1
188,1,38,191.749,114.129,PuReST,1
189,1,36,192.118,114.68,PuReST,1
190,1,38,191.749,114.129,PuReST,1
191,1,36,192.181,114.828,PuReST,1
192,1,37,191.759,114.308,PuReST,1
193,1,37,192.08,114.242,PuReST,1
