filename,timestamp_ms,algorithm,diameter_px,undistortedDiameter_px,physicalDiameter_mm,width_px,height_px,axisRatio,center_x,center_y,angle_deg,circumference_px,confidence,outlineConfidence
00000.jpg,1719915113845,PuReST,59,-1,-1,56,59,0.949153,169.951,130.568,114.52,180.672,0.972222,0.972222
00001.jpg,1719915113878,PuReST,60,-1,-1,57,60,0.95,169.424,130.46,115.992,183.813,0.972222,0.972222
00002.jpg,1719915113911,PuReST,59,-1,-1,57,59,0.966102,169.339,130.588,117.322,182.226,1,0.972222
00003.jpg,1719915113944,PuReST,58,-1,-1,55,58,0.948276,168.538,129.497,70.2916,177.531,0.970588,1
00004.jpg,1719915113977,PuReST,59,-1,-1,55,59,0.932203,168.734,130.007,51.306,179.126,0.970588,0.970588
00005.jpg,1719915114010,PuReST,59,-1,-1,57,59,0.966102,169.51,130.856,112.879,182.226,0.971429,0.942857
00006.jpg,1719915114043,PuReST,59,-1,-1,55,59,0.932203,170.594,130.869,148.083,179.126,1,0.970588
00007.jpg,1719915114076,PuReST,60,-1,-1,57,60,0.95,169.77,131.058,106.241,183.813,0.972222,0.972222
00008.jpg,1719915114109,PuReST,59,-1,-1,57,59,0.966102,169.81,131.043,113.157,182.226,0.972222,0.944444
00009.jpg,1719915114142,PuReST,60,-1,-1,57,60,0.95,169.653,130.899,116.682,183.813,0.972222,0.972222
00010.jpg,1719915114175,PuReST,61,-1,-1,57,61,0.934426,169.311,131.753,12.0967,185.407,0.971429,0.971429
00011.jpg,1719915114208,PuReST,60,-1,-1,57,60,0.95,169.867,130.755,116.801,183.813,0.972222,0.972222
00012.jpg,1719915114241,PuReST,57,-1,-1,50,57,0.877193,166.721,128.372,39.9465,168.255,0.972222,0.888889
00013.jpg,1719915114274,PuReST,60,-1,-1,57,60,0.95,169.756,130.651,108.712,183.813,1,0.942857
00014.jpg,1719915114307,PuReST,60,-1,-1,53,60,0.883333,169.51,132.454,105.033,177.67,0.972222,0.944444
00015.jpg,1719915114340,PuReST,60,-1,-1,58,60,0.966667,169.247,131.438,3.303,185.367,0.972222,0.944444
00016.jpg,1719915114373,PuReST,59,-1,-1,57,59,0.966102,169.751,130.708,123.434,182.226,0.971429,0.944444
00017.jpg,1719915114406,PuReST,59,-1,-1,57,59,0.966102,169.752,130.749,119.365,182.226,1,0.970588
00018.jpg,1719915114439,PuReST,58,-1,-1,57,58,0.982759,169.024,130.567,21.829,180.645,1,1
00019.jpg,1719915114472,PuReST,59,-1,-1,56,59,0.949153,168.535,130.5,34.5759,180.672,0.972222,0.944444
00020.jpg,1719915114505,PuReST,54,-1,-1,52,54,0.962963,169.805,127.91,115.086,166.519,0.972222,1
00021.jpg,1719915114538,PuReST,60,-1,-1,57,60,0.95,168.774,131.366,21.7152,183.813,1,1
00022.jpg,1719915114571,PuReST,59,-1,-1,57,59,0.966102,169.668,131.252,110.145,182.226,0.969697,0.970588
00023.jpg,1719915114604,PuReST,81,-1,-1,57,81,0.703704,160.275,125.732,127.805,218.412,1,0.972222
00024.jpg,1719915114637,PuReST,96,-1,-1,74,96,0.770833,170.938,130.27,86.28,268.155,0.972222,0.972222
00025.jpg,1719915114670,PuReST,99,-1,-1,83,99,0.838384,169.773,134.936,84.3511,286.438,0.972222,0.972222
