filename,timestamp_ms,algorithm,diameter_px,undistortedDiameter_px,physicalDiameter_mm,width_px,height_px,axisRatio,center_x,center_y,angle_deg,circumference_px,confidence,outlineConfidence
00000.jpg,1719860781204,PuReST,61,-1,-1,46,61,0.754098,263.049,175.615,123.963,168.902,1,1
00001.jpg,1719860781237,PuReST,60,-1,-1,47,60,0.783333,263.118,175.257,119.965,168.696,1,1
00002.jpg,1719860781270,PuReST,62,-1,-1,47,62,0.758065,263.437,176.163,124.48,172.028,1,1
00003.jpg,1719860781303,PuReST,62,-1,-1,47,62,0.758065,263.451,175.825,121.775,172.028,1,1
00004.jpg,1719860781336,PuReST,62,-1,-1,47,62,0.758065,263.435,175.79,121.544,172.028,1,1
00005.jpg,1719860781369,PuReST,62,-1,-1,47,62,0.758065,263.435,175.79,121.544,172.028,1,1
00006.jpg,1719860781402,PuReST,62,-1,-1,47,62,0.758065,263.601,175.826,124.136,172.028,1,1
00007.jpg,1719860781435,PuReST,61,-1,-1,47,61,0.770492,263.267,176.069,122.245,170.359,1,1
00008.jpg,1719860781468,PuReST,61,-1,-1,46,61,0.754098,263.922,175.611,124.858,168.902,1,1
00009.jpg,1719860781501,PuReST,61,-1,-1,45,61,0.737705,263.881,175.569,125.881,167.454,1,1
00010.jpg,1719860781534,PuReST,60,-1,-1,45,60,0.75,263.901,175.601,126.157,165.776,1,1
00011.jpg,1719860781567,PuReST,59,-1,-1,43,59,0.728814,263.382,175.475,129.238,161.208,1,1
00012.jpg,1719860781600,PuReST,57,-1,-1,41,57,0.719298,263.036,176.184,125.526,154.966,0.944444,0.944444
00013.jpg,1719860781633,PuReST,56,-1,-1,43,56,0.767857,263.669,175.663,127.289,156.18,1,1
00014.jpg,1719860781666,PuReST,55,-1,-1,41,55,0.745455,263.511,175.617,124.613,151.599,0.971429,0.971429
00015.jpg,1719860781699,PuReST,55,-1,-1,41,55,0.745455,263.556,175.297,125.239,151.599,0.972222,0.972222
00016.jpg,1719860781732,PuReST,55,-1,-1,40,55,0.727273,263.705,175.42,127.66,150.157,0.971429,0.971429
00017.jpg,1719860781765,PuReST,52,-1,-1,40,52,0.769231,264.205,175.383,127.833,145.129,0.970588,0.970588
00018.jpg,1719860781798,PuReST,52,-1,-1,38,52,0.730769,264.049,176.296,123.62,142.228,0.914286,0.914286
00019.jpg,1719860781831,PuReST,52,-1,-1,37,52,0.711538,264.166,176.32,120.973,140.795,0.942857,0.942857
00020.jpg,1719860781864,PuReST,50,-1,-1,36,50,0.72,263.789,176.785,121.447,135.985,0.941176,0.941176
00021.jpg,1719860781897,PuReST,49,-1,-1,35,49,0.714286,264.015,176.677,123.276,132.865,0.916667,0.916667
00022.jpg,1719860781930,PuReST,48,-1,-1,33,48,0.6875,264.426,176.72,118.802,128.328,0.914286,0.914286
00023.jpg,1719860781963,PuReST,49,-1,-1,38,49,0.77551,265.671,175.088,115.864,137.206,0.9375,0.9375
00024.jpg,1719860781996,PuReST,46,-1,-1,36,46,0.782609,265.327,177.33,115.133,129.285,0.909091,0.909091
00025.jpg,1719860782029,PuReST,47,-1,-1,34,47,0.723404,265.359,177.897,115.103,128.055,0.942857,0.942857
00026.jpg,1719860782062,PuReST,50,-1,-1,32,50,0.64,265.393,179.978,119.619,130.362,0.939394,0.939394
00027.jpg,1719860782095,PuReST,45,-1,-1,32,45,0.711111,264.223,179.774,120.676,121.815,0.914286,0.914286
00028.jpg,1719860782128,PuReST,54,-1,-1,37,54,0.685185,270.047,178.418,100.552,144.192,0.527778,0.527778
00029.jpg,1719860782161,PuReST,45,-1,-1,33,45,0.733333,264.93,179.388,116.002,123.248,0.970588,0.970588
00030.jpg,1719860782194,PuReST,46,-1,-1,34,46,0.73913,266.221,179.773,115.72,126.372,0.942857,0.942857
00031.jpg,1719860782227,PuReST,43,-1,-1,31,43,0.72093,264.224,179.507,121.075,117.004,0.914286,0.914286
00032.jpg,1719860782260,PuReST,43,-1,-1,31,43,0.72093,264.259,179.675,120.088,117.004,0.914286,0.914286
00033.jpg,1719860782293,PuReST,45,-1,-1,33,45,0.733333,265.99,179.574,111.883,123.248,0.942857,0.942857
00034.jpg,1719860782326,PuReST,44,-1,-1,31,44,0.704545,266.037,180.514,117.703,118.696,0.941176,0.941176
00035.jpg,1719860782359,PuReST,42,-1,-1,29,42,0.690476,264.414,180.694,124.156,112.463,0.916667,0.916667
00036.jpg,1719860782392,PuReST,43,-1,-1,32,43,0.744186,265.218,179.92,119.49,118.444,0.916667,0.916667
00037.jpg,1719860782425,PuReST,43,-1,-1,32,43,0.744186,263.586,183.044,118.866,118.444,0.971429,0.971429
00038.jpg,1719860782458,PuReST,43,-1,-1,32,43,0.744186,263.516,183.087,119.648,118.444,0.942857,0.942857
00039.jpg,1719860782491,PuReST,39,-1,-1,31,39,0.794872,257.961,188.446,130.325,110.315,0.888889,0.888889
00040.jpg,1719860782524,PuReST,39,-1,-1,31,39,0.794872,257.796,188.579,133.021,110.315,0.857143,0.857143
00041.jpg,1719860782557,PuReST,39,-1,-1,29,39,0.74359,256.903,188.564,137.322,107.392,0.885714,0.885714
