Frame,Valid,diameter_px,CenterX,CenterY,AlgorithmName,confidence
0,1,116,298.229,120.575,PuReST,0.114286
1,1,33,106.734,193.258,PuReST,0
2,1,47,249.734,76.4797,PuReST,0.147059
3,1,57,148.644,245.076,PuReST,0
4,1,44,139.93,130.192,PuReST,0.171429
5,1,36,112.179,173.189,PuReST,0
6,1,24,179.862,126.483,PuReST,0.03125
7,1,53,223.179,185.71,PuReST,0.514286
8,1,114,48.1433,45.1706,PuReST,0.25
9,1,29,318.597,151.277,PuReST,0.0882353
10,1,67,309.455,131.347,PuReST,0.142857
11,1,29,93.5276,199.16,PuReST,0.0606061
12,1,38,95.0893,192.001,PuReST,0.0294118
13,1,61,214.794,172.3,PuReST,0.666667
14,1,98,237.325,164.799,PuReST,0.944444
15,1,32,215.982,113.681,PuReST,0.529412
16,1,53,206.502,167.465,PuReST,0.628571
17,1,43,234.591,159.555,PuReST,0.875
18,1,103,233.937,163.726,PuReST,0.944444
19,1,101,235.22,160.977,PuReST,0.972222
20,1,33,231.967,156.852,PuReST,0.970588
21,1,31,229.792,156.499,PuReST,0.8
22,1,34,231.462,159.425,PuReST,1
23,1,35,234.85,159.973,PuReST,0.885714
24,1,34,233.327,159.611,PuReST,0.96875
25,1,36,236.148,160.246,PuReST,0.852941
26,1,35,235.81,161.222,PuReST,0.852941
27,1,39,238.287,161.03,PuReST,0.805556
28,1,33,235.552,161.126,PuReST,0.848485
29,1,31,234.921,161.402,PuReST,0.914286
30,1,35,237.59,161.568,PuReST,0.705882
31,1,35,237.284,162.113,PuReST,0.764706
32,1,33,237.278,161.942,PuReST,0.75
33,1,31,236.204,161.851,PuReST,0.885714
34,1,29,235.946,161.897,PuReST,0.882353
35,1,20,227.071,165.457,PuReST,0.676471
36,1,41,241.357,162.567,PuReST,0.714286
37,1,31,237.103,160.554,PuReST,0.794118
38,1,27,231.868,158.566,PuReST,1
39,1,25,231.238,158.067,PuReST,1
40,1,25,229.072,155.538,PuReST,1
41,1,25,228.969,155.307,PuReST,1
42,1,25,228.38,155.325,PuReST,1
43,1,25,228.706,155.38,PuReST,1
44,1,24,228.611,155.144,PuReST,1
45,1,24,228.394,154.789,PuReST,1
